matric_pct,inter_pct,entry_test_score,eligibility_score,budget,program,university_tier,university_type,admission_chance
89,47,61,63.8,651323,Marketing,2,Private,Low
89,64,56,69.1,841306,Computer Science,2,Government,Medium
82,65,99,80.3,2126575,BBA,3,Private,High
60,74,84,72.8,2233415,LLB,2,Government,Medium
80,72,55,69.3,998247,Agriculture,3,Private,High
77,71,93,79.4,1152819,Computer Science,1,Private,Low
66,46,99,67.9,1706187,Food Science,2,Private,Low
95,64,80,78.1,2259776,BBA,1,Private,Medium
84,63,44,63.6,1768068,Software Engineering,3,Private,Medium
96,85,91,90.1,856676,Artificial Intelligence,2,Private,Medium
86,60,65,69.3,982592,Information Technology,2,Government,Medium
67,67,91,74.2,633986,Artificial Intelligence,2,Government,Medium
87,86,99,90.2,519770,Civil Engineering,1,Government,Medium
92,53,64,68.0,1746721,Food Science,1,Private,Medium
98,70,44,70.6,686196,Accounting & Finance,1,Private,Low
88,77,40,69.2,907438,Information Technology,3,Private,High
78,47,95,70.7,1728990,LLB,3,Private,High
99,57,93,80.4,1693121,Computer Science,2,Government,Medium
75,92,72,80.9,1164314,Cyber Security,3,Government,High
54,92,50,68.0,1776061,Mechanical Engineering,1,Private,Medium
58,49,32,46.6,1328036,Cyber Security,1,Government,Low
60,90,100,84.0,2049916,Cyber Security,3,Government,High
72,96,84,85.2,1667959,Computer Engineering,3,Government,High
64,58,59,60.1,1404722,Media Studies,3,Private,Low
93,48,39,58.8,1415641,Electrical Engineering,2,Government,Low
86,94,42,76.0,508658,Civil Engineering,2,Private,Medium
54,62,63,59.9,1002865,Media Studies,1,Private,Low
73,59,35,56.0,2171295,Computer Engineering,2,Private,Low
45,99,88,79.5,2080507,Software Engineering,1,Private,Low
59,83,45,64.4,893311,Computer Engineering,1,Government,Low
100,97,97,97.9,1594836,BBA,3,Government,High
60,76,44,61.6,766202,LLB,1,Government,Low
67,69,46,61.5,1525460,Marketing,2,Private,Low
97,84,98,92.1,1602307,Artificial Intelligence,1,Private,Medium
99,58,31,62.2,2293218,Food Science,1,Private,Low
93,73,72,78.7,1844286,Cyber Security,2,Private,High
60,84,62,70.2,1921767,Psychology,3,Private,High
92,45,86,71.4,1387690,Marketing,2,Government,Medium
69,91,97,86.2,572041,Electrical Engineering,2,Government,Medium
65,80,42,64.1,1388804,Civil Engineering,1,Government,Low
55,82,98,78.7,664016,Information Technology,3,Private,High
53,79,66,67.3,1018211,Agriculture,2,Private,Medium
100,87,73,86.7,1449490,Computer Engineering,2,Government,Medium
68,74,37,61.1,2019886,BBA,3,Government,Medium
68,96,99,88.5,1345675,Data Science,1,Private,Low
60,73,64,66.4,2188347,Computer Science,1,Private,Medium
92,73,99,86.5,1295152,Civil Engineering,1,Government,Medium
70,100,43,73.9,801451,LLB,1,Government,Medium
67,51,32,50.1,636324,Economics,2,Private,Low
99,87,91,91.8,800957,Marketing,2,Government,Medium
85,61,48,64.3,1813546,Media Studies,2,Government,Medium
93,83,94,89.3,1488310,Economics,2,Government,High
67,69,69,68.4,1975057,Computer Engineering,1,Private,Medium
46,82,88,73.0,1638628,Computer Engineering,1,Government,Medium
63,78,50,65.1,1695700,Mechanical Engineering,3,Government,High
77,97,62,80.5,1388452,Economics,3,Private,High
71,56,83,68.6,1520230,Psychology,3,Private,High
77,96,40,73.5,2208086,Civil Engineering,3,Private,High
48,99,97,83.1,732827,Marketing,2,Private,Medium
67,64,76,68.5,742337,Information Technology,2,Private,Medium
75,98,89,88.4,1358661,Data Science,1,Government,High
57,85,61,69.4,1640919,Mechanical Engineering,2,Private,Low
62,71,54,63.2,1074561,Software Engineering,3,Private,Low
64,57,47,56.1,846179,Cyber Security,2,Government,Low
49,59,30,47.3,1645298,Mechanical Engineering,2,Private,Low
89,81,42,71.7,587564,Agriculture,2,Private,Low
59,52,43,51.4,1452105,Mechanical Engineering,3,Private,Low
97,62,65,73.4,508311,Accounting & Finance,2,Government,Medium
69,59,51,59.6,1818893,Data Science,1,Government,Low
53,73,82,69.7,704043,Media Studies,3,Private,High
49,88,46,63.7,704422,Media Studies,2,Private,Medium
82,50,63,63.5,2052838,LLB,2,Private,Medium
78,79,72,76.6,2038629,Mechanical Engineering,3,Private,Medium
49,54,31,45.6,930562,Economics,3,Private,Low
73,75,42,64.5,2045629,LLB,1,Government,Low
99,51,94,78.3,1587656,Marketing,1,Private,Medium
97,68,94,84.5,1576030,Agriculture,2,Private,High
46,61,92,65.8,1570974,Information Technology,1,Private,Low
92,87,98,91.8,1280355,Computer Engineering,3,Government,High
83,100,45,78.4,1889167,Data Science,2,Government,Medium
72,59,50,60.2,953794,Economics,3,Government,Medium
59,72,32,56.1,2181224,Cyber Security,2,Private,Low
64,45,85,62.7,960149,Marketing,1,Private,Low
78,51,97,72.9,612063,Artificial Intelligence,1,Government,Medium
65,55,59,59.2,1952623,LLB,2,Government,Low
86,55,47,61.9,979592,Marketing,1,Government,Low
79,95,63,80.6,1063744,BBA,1,Government,Medium
99,63,31,64.2,1987611,Economics,1,Private,Low
53,70,37,55.0,2079209,Software Engineering,3,Private,Low
60,89,86,79.4,1323294,Media Studies,1,Private,Medium
92,56,73,71.9,841530,Civil Engineering,2,Government,Medium
56,63,75,64.5,1475816,Media Studies,2,Private,Medium
81,91,36,71.5,1588178,Psychology,1,Government,Low
74,71,52,66.2,2050975,Media Studies,2,Government,Medium
53,70,86,69.7,854976,Software Engineering,3,Government,High
79,90,44,72.9,1647254,Information Technology,2,Government,Low
81,59,47,62.0,964460,Marketing,1,Private,Low
54,85,47,64.3,1875862,LLB,2,Government,Low
64,86,56,70.4,1934258,Marketing,2,Government,Low
85,57,89,75.0,2097492,LLB,1,Private,Low
98,63,38,66.0,1274213,Cyber Security,1,Government,Low
82,80,98,86.0,2014548,Civil Engineering,3,Government,High
68,98,58,77.0,711111,Accounting & Finance,2,Government,Medium
65,64,34,55.3,891552,Food Science,1,Government,Low
59,47,74,58.7,1652034,Economics,2,Private,Low
87,70,63,73.0,1665915,Agriculture,1,Government,Medium
97,51,52,65.1,2016260,Agriculture,1,Private,Medium
98,84,47,77.1,762666,Media Studies,3,Government,Medium
63,56,42,53.9,826319,Data Science,2,Private,Low
80,81,43,69.3,2079110,Economics,3,Private,High
82,66,34,61.2,628594,Computer Science,2,Government,Medium
90,91,30,72.4,639372,Media Studies,2,Private,Medium
90,63,97,81.3,1315933,Food Science,2,Government,Medium
73,56,88,70.7,2037158,Cyber Security,3,Government,High
74,52,96,71.8,715456,Economics,3,Private,High
98,47,37,59.3,1385122,BBA,3,Private,Medium
76,72,80,75.6,1271965,LLB,3,Private,High
64,83,74,74.6,1797361,Media Studies,2,Private,Low
69,94,55,74.8,1217493,Civil Engineering,1,Government,Low
77,69,57,67.8,562752,Marketing,2,Government,Medium
64,64,82,69.4,848971,Computer Science,1,Private,Low
69,82,43,66.4,908659,LLB,1,Private,Low
62,92,78,78.8,841499,Psychology,1,Private,Low
71,53,34,52.7,687726,Civil Engineering,2,Private,Low
86,84,94,87.6,2025840,Software Engineering,3,Private,High
83,62,75,72.2,1797606,Economics,2,Private,Medium
73,77,69,73.4,670565,Marketing,3,Private,High
75,91,34,69.1,2204485,Software Engineering,1,Government,Low
51,91,94,79.9,683402,Information Technology,1,Private,Low
89,48,88,72.3,2243414,BBA,3,Government,High
86,86,89,86.9,1940107,Marketing,1,Private,High
60,95,74,78.2,1483147,Information Technology,1,Government,Medium
57,68,34,54.5,1796482,Electrical Engineering,3,Private,Medium
72,72,97,79.5,2132700,Food Science,2,Private,High
58,65,43,56.3,1021270,Accounting & Finance,1,Private,Low
61,57,71,62.4,1236445,Data Science,3,Government,Low
64,92,71,77.3,1919543,Mechanical Engineering,3,Government,High
92,78,75,81.3,1175758,Cyber Security,1,Government,Medium
77,53,83,69.2,2221980,Media Studies,2,Private,Medium
51,78,54,62.7,2232386,Marketing,1,Government,Low
66,85,39,65.5,1100865,LLB,1,Government,Low
84,98,48,78.8,1404138,Information Technology,3,Government,High
46,55,62,54.4,745771,Accounting & Finance,2,Government,Low
93,81,43,73.2,1152974,Media Studies,2,Private,Low
63,78,83,75.0,1109707,Computer Engineering,3,Government,High
56,63,39,53.7,2294696,Software Engineering,2,Government,Low
45,62,69,59.0,636595,Media Studies,2,Private,Low
66,68,89,73.7,733801,Marketing,3,Private,High
74,58,80,69.4,2104582,BBA,1,Private,Medium
88,95,65,83.9,1974133,Data Science,3,Private,Medium
96,68,54,72.2,1241055,Media Studies,3,Government,High
57,86,40,63.5,1922918,Accounting & Finance,1,Government,Low
76,61,47,61.3,943234,Psychology,1,Government,Low
80,60,44,61.2,2034927,Data Science,2,Private,Low
79,48,68,63.3,1064519,Psychology,3,Private,Medium
81,93,37,72.6,1179997,Information Technology,1,Government,Medium
61,67,30,54.1,1663074,Agriculture,3,Government,Medium
48,70,94,70.6,2182386,LLB,2,Government,Medium
84,65,56,68.0,1249518,Computer Science,3,Government,High
48,65,60,58.4,1422518,Software Engineering,3,Private,Medium
100,83,38,74.6,968419,Media Studies,3,Government,High
76,82,50,70.6,1301180,Computer Engineering,3,Private,High
59,76,99,77.8,2283963,Mechanical Engineering,2,Government,High
55,45,86,60.3,1383682,Software Engineering,2,Government,Low
98,82,53,78.1,1973671,Electrical Engineering,3,Private,High
84,82,63,76.9,1625835,Electrical Engineering,2,Government,High
94,50,69,68.9,1522175,BBA,1,Government,Low
58,75,76,70.2,640271,Media Studies,1,Private,Low
88,98,38,77.0,1882378,Computer Engineering,3,Private,High
91,85,34,71.5,1300629,Psychology,1,Private,Medium
51,59,89,65.6,1500964,Agriculture,2,Private,Low
46,88,75,71.5,1874632,Marketing,2,Government,Medium
91,58,73,72.4,1513271,Software Engineering,3,Government,High
54,85,96,79.0,2025577,Computer Science,2,Private,High
96,51,99,78.9,951320,Agriculture,1,Government,Medium
83,50,38,56.3,1788121,Information Technology,3,Government,Medium
85,74,56,71.9,1676798,Food Science,2,Government,Medium
63,81,94,79.5,548319,Software Engineering,1,Private,Low
59,58,61,59.2,1539750,BBA,1,Private,Low
48,84,47,62.1,1288750,Civil Engineering,3,Government,Low
73,91,39,70.0,2073567,Civil Engineering,1,Government,Low
50,65,63,59.9,1150681,Media Studies,2,Private,Low
83,91,41,73.6,930489,Computer Science,1,Government,Medium
51,80,96,76.1,2128851,Media Studies,1,Government,Medium
94,95,97,95.3,1677741,Artificial Intelligence,2,Government,High
61,95,83,81.2,1537242,Software Engineering,2,Private,High
45,63,36,49.5,2277863,Agriculture,2,Private,Low
74,65,53,64.1,1259344,Media Studies,1,Government,Low
58,79,91,76.3,1393422,Electrical Engineering,3,Government,High
87,86,81,84.8,1642693,Mechanical Engineering,1,Private,Medium
77,96,67,81.6,2250977,Economics,3,Private,High
61,55,58,57.7,1510495,Data Science,2,Government,Low
89,58,40,61.9,2107743,Information Technology,3,Government,Medium
97,67,39,67.6,1768097,Computer Engineering,3,Private,High
99,56,77,75.2,1333770,Computer Engineering,1,Government,Medium
79,57,91,73.8,916522,Electrical Engineering,1,Government,Medium
89,99,63,85.2,1628767,LLB,2,Private,High
77,100,87,89.2,1967236,Marketing,2,Private,Medium
96,75,74,81.0,2087204,Computer Engineering,2,Private,High
49,91,78,74.5,718863,Artificial Intelligence,2,Private,Medium
80,60,79,71.7,1827218,Data Science,2,Government,Medium
58,85,38,62.8,614004,Information Technology,1,Government,Low
71,81,31,63.0,830586,Media Studies,1,Government,Low
67,70,69,68.8,2035450,Psychology,1,Private,Low
87,47,53,60.8,1734493,Computer Science,1,Private,Low
79,77,78,77.9,1740172,Media Studies,2,Government,High
68,55,46,56.2,1278526,Accounting & Finance,2,Government,Low
95,99,35,78.6,1908320,Mechanical Engineering,3,Private,High
55,72,40,57.3,1641110,Food Science,2,Government,Low
85,92,40,74.3,700166,Media Studies,1,Government,Low
100,78,99,90.9,2001841,Information Technology,2,Private,High
71,67,57,65.2,2243724,Data Science,3,Private,High
57,52,58,55.3,1837954,Electrical Engineering,3,Government,Low
63,62,63,62.6,1374821,Cyber Security,3,Government,Medium
98,66,56,72.6,2202366,Civil Engineering,2,Government,Medium
91,68,51,69.8,603963,Cyber Security,2,Private,Medium
84,71,30,62.6,1872820,Information Technology,3,Private,Medium
98,87,40,76.2,1094626,Psychology,2,Private,High
63,100,86,84.7,1902428,Marketing,1,Government,Medium
97,68,67,76.4,1161561,Cyber Security,3,Government,High
84,92,41,74.3,1799137,Media Studies,1,Private,Medium
90,80,37,70.1,892004,Data Science,2,Private,Medium
57,57,54,56.1,984485,Computer Engineering,1,Private,Low
93,74,64,76.7,1409191,Artificial Intelligence,2,Government,High
96,93,71,87.3,1188150,BBA,1,Private,Low
91,81,36,70.5,1006647,Psychology,1,Private,Low
47,88,69,70.0,1693230,Food Science,1,Government,Medium
54,92,62,71.6,943344,Information Technology,2,Government,Medium
82,72,84,78.6,1141679,Media Studies,1,Government,Medium
48,98,73,75.5,1853340,Software Engineering,1,Government,Medium
96,88,42,76.6,1673356,Food Science,3,Government,High
71,75,61,69.6,1977105,Agriculture,1,Private,Medium
53,55,61,56.2,701896,Civil Engineering,2,Government,Low
93,91,66,84.1,1852369,Mechanical Engineering,3,Private,High
99,81,49,76.8,1945470,Cyber Security,1,Private,Low
98,84,78,86.4,1188751,Data Science,3,Government,High
70,86,84,80.6,1924028,Information Technology,2,Government,High
74,52,49,57.7,1465710,Food Science,3,Private,Medium
46,52,44,47.8,682881,Marketing,3,Private,Low
74,45,85,65.7,876405,BBA,3,Government,High
82,53,40,57.8,1090285,Psychology,2,Government,Low
58,62,47,56.3,541324,BBA,3,Private,Medium
98,77,83,85.1,681954,BBA,2,Government,Medium
65,73,62,67.3,1860161,Data Science,2,Government,Medium
68,98,43,72.5,1073858,Media Studies,3,Private,High
55,96,42,67.5,1967825,Agriculture,2,Government,Medium
54,67,52,58.6,1246595,Computer Science,2,Private,Low
66,98,36,69.8,1437840,Mechanical Engineering,3,Government,High
84,90,44,74.4,1213701,Computer Engineering,2,Government,Medium
84,46,32,53.2,600836,Psychology,1,Private,Low
52,84,98,78.6,948420,Economics,1,Government,Low
45,86,31,57.2,2095442,Electrical Engineering,3,Government,Medium
54,59,88,66.2,1752356,Civil Engineering,1,Private,Medium
50,70,74,65.2,2219090,Computer Engineering,3,Private,High
57,50,45,50.6,1967550,Civil Engineering,2,Private,Low
54,74,32,55.4,1651961,Economics,3,Private,Medium
100,70,72,79.6,1420192,Mechanical Engineering,1,Private,Low
57,90,55,69.6,1452373,Electrical Engineering,3,Government,High
67,79,51,67.0,674250,Economics,3,Private,High
52,100,32,65.2,592020,Accounting & Finance,1,Private,Low
86,92,86,88.4,1157470,Artificial Intelligence,2,Government,High
75,47,55,57.8,2000654,Mechanical Engineering,1,Government,Low
67,79,32,61.3,2264810,Agriculture,1,Private,Low
70,48,82,64.8,2053129,BBA,2,Private,Medium
54,98,64,74.6,1050163,Electrical Engineering,3,Private,High
96,45,57,63.9,1998690,BBA,1,Government,Low
47,90,30,59.1,1986907,Accounting & Finance,1,Government,Low
86,87,44,73.8,2085010,Information Technology,1,Private,Medium
62,95,34,66.8,1780696,Cyber Security,3,Private,Medium
69,95,92,86.3,871493,LLB,3,Government,High
69,49,94,68.5,724168,Accounting & Finance,3,Government,High
99,61,41,66.4,1480315,Electrical Engineering,1,Private,Medium
52,83,89,75.5,2221326,Data Science,1,Government,Low
76,47,32,51.2,791950,Accounting & Finance,2,Private,Low
46,66,35,50.7,628568,BBA,1,Private,Low
84,60,45,62.7,1348633,Information Technology,2,Government,Medium
45,90,61,67.8,1148415,Information Technology,2,Government,Medium
76,80,45,68.3,1323879,Media Studies,2,Government,Medium
63,81,32,60.9,2232240,Media Studies,3,Government,Medium
79,77,30,63.5,757781,Computer Engineering,1,Government,Low
98,63,94,82.8,1168714,Electrical Engineering,1,Government,Medium
82,74,63,73.1,1869511,Agriculture,2,Private,Low
51,80,51,62.6,1743411,BBA,3,Private,Low
99,98,83,93.8,1942335,Electrical Engineering,3,Private,Medium
54,100,60,74.2,1011991,Marketing,1,Government,Medium
96,55,93,78.7,1821024,Cyber Security,1,Government,Medium
52,67,55,58.9,1508139,Computer Science,1,Private,Low
52,73,97,73.9,1774942,Marketing,1,Government,Medium
45,50,96,62.3,974130,Electrical Engineering,1,Private,Low
92,83,80,84.8,2196265,LLB,3,Government,High
98,48,32,58.2,2175755,Economics,3,Government,Medium
100,83,48,77.6,1093078,Civil Engineering,2,Government,High
64,48,57,55.5,785433,Software Engineering,3,Private,Medium
61,57,71,62.4,1543992,Psychology,1,Government,Low
82,62,94,77.6,1107036,Food Science,3,Private,High
95,79,85,85.6,725801,Economics,1,Government,Medium
46,95,67,71.9,1200365,Civil Engineering,2,Government,Medium
56,64,78,65.8,663745,BBA,1,Government,Low
72,54,35,53.7,992918,Accounting & Finance,3,Private,Low
49,77,64,64.7,1276912,Computer Engineering,2,Private,Low
46,94,46,65.2,567747,Information Technology,1,Private,Low
80,73,34,63.4,1154933,Information Technology,1,Government,Low
79,96,79,85.8,1724531,Agriculture,1,Private,Low
49,58,38,49.3,2206000,Accounting & Finance,3,Government,Low
92,51,32,57.6,750257,Data Science,3,Private,Medium
92,74,50,72.2,1172358,Information Technology,3,Government,Medium
75,70,93,78.4,818422,Cyber Security,3,Private,High
88,84,39,71.7,1645255,Media Studies,1,Private,Low
84,78,31,65.7,662503,Food Science,2,Government,Medium
52,62,58,57.8,1971029,Artificial Intelligence,3,Government,Medium
92,88,66,82.6,701271,LLB,1,Government,Medium
71,59,58,62.3,1787832,Food Science,2,Government,Medium
71,86,35,66.2,999307,Economics,2,Private,Medium
96,68,30,65.0,1865969,Cyber Security,2,Private,Medium
74,68,89,76.1,906789,Mechanical Engineering,1,Government,Medium
85,63,52,66.3,1690028,BBA,2,Government,Medium
87,63,33,61.2,852397,Media Studies,2,Private,Medium
87,56,50,63.5,1141305,Economics,2,Private,Medium
90,99,55,83.1,762083,BBA,1,Private,Low
52,76,54,62.2,843310,BBA,2,Private,Medium
94,100,72,89.8,714326,Mechanical Engineering,1,Private,Low
99,98,55,85.4,870250,Data Science,1,Government,High
65,87,95,82.8,1130007,Economics,1,Private,Low
84,54,74,69.0,1372326,Food Science,2,Private,Medium
100,72,41,71.1,1562231,Mechanical Engineering,1,Private,Low
71,89,53,72.8,639288,Cyber Security,1,Private,Low
67,49,38,51.1,734592,Economics,3,Government,Medium
60,86,68,72.8,1128168,Psychology,2,Private,Medium
46,45,31,41.1,1234352,Artificial Intelligence,1,Private,Low
69,90,90,83.7,852124,Agriculture,1,Private,Low
99,73,81,83.2,871375,Computer Science,2,Government,Medium
51,97,52,69.7,1331610,Mechanical Engineering,3,Private,High
78,63,53,64.5,2139448,Information Technology,2,Private,Low
77,45,34,51.3,975984,Psychology,3,Government,Low
78,45,66,61.2,1162276,Software Engineering,2,Government,Medium
70,87,34,66.0,1962474,Civil Engineering,2,Private,Low
67,91,97,85.6,2236346,Agriculture,1,Private,High
58,68,60,62.6,648334,LLB,3,Private,Medium
76,87,51,72.9,1012970,Electrical Engineering,2,Private,Low
65,100,76,82.3,1333175,Food Science,2,Private,High
